Story World (old),Story World,Sub Story World,Grade,Subject,Unit,Chapter,Topic,Topic_ID,Concept,concept_code,CooboTitles,Experiments,Feature,Ideation,Assigned to,Scriptwriting,MediaFile,Production,LengthofCoboo,test,Stage
22376,,,3,Environmental Studies,Life Science,The Plant Fairy,Plant Fairy,kglm4956,Gardening,KG23965,,,,,,3,1,4,4,9,4
22377,,,3,Environmental Studies,Physical Science,Water O’ Water,Water and its Importance,kglm4960,Water,KG23966,Water and its importance,,,,,0,0,0,0,10,4
22378,,,3,Environmental Studies,Physical Science,Water O’ Water,Water and its Importance,kglm4960,Sources of Water,KG23967,Water,,,,,3,1,3,0,5,4
22379,,,3,Environmental Studies,Physical Science,Water O’ Water,Water and its Importance,kglm4960,Importance of Water in Our Life,KG23968,,,,,,0,0,0,0,8,1
22380,,,3,Environmental Studies,Physical Science,Water O’ Water,Water and its Importance,kglm4960,Modes of Storing Water,KG23969,,,,,,1,1,0,0,8,1
22381,,,3,Environmental Studies,Physical Science,Water O’ Water,Water and its Importance,kglm4960,Different Forms of Water,KG23970,,,,,,2,0,0,0,6,3
22382,,,3,Environmental Studies,Physical Science,Water O’ Water,Water and its Importance,kglm4960,Properties of Water,KG23971,,,,,,0,0,0,0,5,3
22383,,,3,Environmental Studies,Physical Science,Water O’ Water,Water and its Importance,kglm4960,Water Floods,KG23972,,,,,,0,0,0,0,7,3
22384,,,3,Environmental Studies,Physical Science,Water O’ Water,Water and its Importance,kglm4960,Role of Water in Plant Growth,KG23973,,,,,,1,4,1,2,8,3
22385,,,3,Environmental Studies,Physical Science,Water O’ Water,Sources of Water,kglm4962,Tubewell,KG23974,,,,,,3,3,0,0,10,3
22386,,,3,Environmental Studies,Physical Science,Water O’ Water,Sources of Water,kglm4962,Waterfall,KG23975,,,,,,0,0,0,0,9,1
22387,,,3,Environmental Studies,Physical Science,Water O’ Water,Sources of Water,kglm4962,Hand Pump,KG23976,,,,,,0,0,0,0,5,1
22388,,,3,Environmental Studies,Physical Science,Water O’ Water,Sources of Water,kglm4962,Stream,KG23977,Liquid form of Water,,,,,0,0,0,0,7,1
22389,,,3,Environmental Studies,Physical Science,Water O’ Water,Sources of Water,kglm4962,Hot Water Spring,KG23978,,,,,,0,0,0,0,5,3
22390,,,3,Environmental Studies,Physical Science,Water O’ Water,Water and its Importance,kglm4960,Uses of Water in Daily Life,KG23979,,,,,,3,1,0,0,10,0
22391,,,3,Environmental Studies,Physical Science,Water O’ Water,Water and its Importance,kglm4960,Water for Painting,KG23980,,,,,,2,3,4,3,6,0
22392,,,3,Environmental Studies,Physical Science,Water O’ Water,Sources of Water,kglm4962,Water for Drinking,KG23981,,,,,,3,4,1,3,10,0
22393,,,3,Environmental Studies,Physical Science,Water O’ Water,Water and its Importance,kglm4960,Water for Cooking,KG23982,,,,,,1,0,0,0,9,0
22394,,,3,Environmental Studies,Physical Science,Drop by drop,Water,kglm4965,Water Scarcity,KG23983,Water Scarcity,,,,,1,1,0,0,5,0
22395,,,3,Environmental Studies,Physical Science,Drop by drop,Water,kglm4965,Availability of Water in Deserts,KG23984,,,,,,4,3,0,0,5,0
22396,,,3,Environmental Studies,Physical Science,Drop by drop,Water,kglm4965,Gender and Social Discrimination for Water,KG23985,,,,,,3,0,0,0,6,1
22397,,,3,Environmental Studies,Physical Science,Drop by drop,Water,kglm4965,Camel Carts to Carry Water,KG23986,,,,,,4,0,0,0,6,1
22398,,,3,Environmental Studies,Physical Science,Drop by drop,Rainwater Harvesting,kglm4967,Rainwater Harvesting,KG23987,Conservation of Water,,,,,0,0,0,0,10,1
22399,,,3,Environmental Studies,Physical Science,Drop by drop,Rainwater Harvesting,kglm4967,Collection of Rainwater,KG23988,,,,,,1,1,0,0,4,0
22400,,,3,Environmental Studies,Physical Science,Drop by drop,Rainwater Harvesting,kglm4967,Methods of Collecting Rainwater,KG23989,,,,,,0,0,0,0,5,4
22401,,,3,Environmental Studies,Physical Science,Drop by drop,Rainwater Harvesting,kglm4967,Building Tanks to Collect Rainwater,KG23990,,,,,,0,0,0,0,8,4
22402,,,3,Environmental Studies,Physical Science,Drop by drop,Water,kglm4965,Water Wastage,KG23991,,,,,,1,2,0,0,9,1
22403,,,3,Environmental Studies,Physical Science,Drop by drop,Water,kglm4965,Importance of Water Conservation,KG23992,,,,,,3,3,1,4,8,1
22404,,,3,Environmental Studies,Physical Science,Drop by drop,Water,kglm4965,Reuse of Water,KG23993,,,,,,3,0,0,0,5,1
22405,,,3,Environmental Studies,Physical Science,Drop by drop,Water,kglm4965,Water for All,KG23994,,,,,,2,3,4,1,5,1
22406,,,3,Environmental Studies,Physical Science,Drop by drop,Water,kglm4965,Importance of Water in Plants,KG23995,,,,,,1,3,2,0,8,1
22407,,,3,Environmental Studies,Physical Science,Drop by drop,Water,kglm4965,Pond as Water Reservoir,KG23996,,,,,,2,0,0,0,10,1
22408,,,3,Environmental Studies,Physical Science,Drop by drop,Rainwater Harvesting,kglm4967,Methods of Collecting Water,KG23997,,,,,,2,4,3,4,7,3
22409,,,3,Environmental Studies,Physical Science,Drop by drop,Water,kglm4965,Leakaging of water,KG23998,,,,,,1,2,3,2,5,3
22410,,,3,Environmental Studies,Social Science,Sharing Our Feelings,My Grandmother,kglm4970,Relation With Grandmother,KG23999,,,,,,2,2,2,1,7,3
22411,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Senses of Our Body,kglm4972,Senses of Our Body,KG24000,,,,,,0,0,0,0,6,0
22412,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sense of Sight,kglm4974,Sense of Sight,KG24001,Sense of Sight,,,,,1,3,4,1,5,0
22413,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sense of Sight,kglm4974,Sense of Touch,KG24002,,,,,,3,1,0,0,8,1
22414,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sense of Sight,kglm4974,Problems Associated with Old Age,KG24003,,,,,,3,4,4,2,8,1
22415,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sense of Sight,kglm4974,Reading Aids for Visually Challenged,KG24004,,,,,,4,3,0,0,7,1
22416,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sense of Sight,kglm4974,Braille,KG24005,Braille,,,,,2,4,1,3,6,1
22417,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sense of Sight,kglm4974,Braille Script,KG24006,,,,,,2,4,4,2,5,4
22418,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sense of Sight,kglm4974,Sandpaper,KG24007,,,,,,3,2,0,0,5,4
22419,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sense of Sight,kglm4974,Need of Braille Script,KG24008,,,,,,4,2,0,0,9,4
22420,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sense of Sight,kglm4974,Blindfold Games,KG24009,,,,,,0,0,0,0,8,4
22421,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sense of Sight,kglm4974,Feelings,KG24010,,,,,,1,2,3,1,4,2
22422,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sense of Sight,kglm4974,Sharing Our Feelings,KG24011,,,,,,2,0,0,0,5,2
22423,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sense of Sight,kglm4974,Senses and Feelings,KG24012,,,,,,0,0,0,0,10,2
22424,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sharing Our Feelings,kglm4976,Sharing of Ideas,KG24013,,,,,,2,4,0,0,8,2
22425,,,3,Environmental Studies,Social Science,Sharing Our Feelings,My Grandmother,kglm4970,Routine Work of the Old Age People,KG24014,,,,,,0,0,0,0,8,1
22426,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sharing Our Feelings,kglm4976,Sense of Humour,KG24015,,,,,,3,1,0,0,10,1
22427,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sharing Our Feelings,kglm4976,Expression through Eyes,KG24016,,,,,,3,2,1,2,7,1
22428,,,3,Environmental Studies,Social Science,Sharing Our Feelings,Sharing Our Feelings,kglm4976,Smelling Sense,KG24017,,,,,,2,4,3,2,5,1
22429,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Animals,KG24018,Biotic Component,,,,,1,3,0,3,4,1
22430,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Birds,KG24019,Animal Types,,,,,1,2,0,0,9,1
22431,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Water for Birds,KG24020,,,,,,3,1,0,0,7,0
22432,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Pet Animals,KG24021,Types of Animals,,,,,1,4,4,3,8,0
22433,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Parental Care in Cats,KG24022,,,,,,3,1,3,0,5,0
22434,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Rearing Pet Animals,KG24023,,,,,,4,3,0,0,5,0
22435,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Caring for Animals,KG24024,Caring for Animals,,,,,3,4,2,3,7,0
22436,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Water for Animals,KG24025,,,,,,1,4,0,0,4,2
22437,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Drinking Water for Pet Animals,KG24026,,,,,,1,1,0,0,10,2
22438,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Grazing of Cattles,KG24027,,,,,,3,4,0,0,8,2
22439,,,3,Environmental Studies,Life Science,Our Friends — Animals,Bird Bath,kglm4981,Bird Bath,KG24028,,,,,,0,0,0,0,5,2
22440,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Food for Animals,KG24029,,,,,,1,4,2,1,9,1
22441,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Feeding Animals,KG24030,Feeding Animals,,,,,0,0,0,0,8,3
22442,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Uses of Pet Animals,KG24031,,,,,,1,4,2,2,10,3
22443,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Feeding Pet Animals,KG24032,,,,,,2,3,4,2,10,3
22444,,,3,Environmental Studies,Life Science,Our Friends — Animals,Food chain,kglm4983,Food chain,KG24033,,,,,,3,2,0,0,9,3
22445,,,3,Environmental Studies,Life Science,Our Friends — Animals,Food chain,kglm4983,Plants,KG24034,Biotic Component,,,,,3,4,0,0,9,3
22446,,,3,Environmental Studies,Life Science,Our Friends — Animals,Gardening,kglm4985,Gardening,KG24035,,,,,,0,0,0,0,7,3
22447,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Feelings in Animals,KG24036,,,,,,0,0,0,0,9,3
22448,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Milk Producing Animals,KG24037,,,,,,1,3,2,2,5,3
22449,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Animals Used to Pull Crts,KG24038,,,,,,1,3,2,3,4,3
22450,,,3,Environmental Studies,Life Science,Our Friends — Animals,Animals and Parental Caring,kglm4979,Egg Producing Animals,KG24039,,,,,,3,2,4,4,8,2
22451,,,3,Environmental Studies,Social Science,Work We Do,Occupation,kglm4988,Occupation,KG24040,,,,,,3,3,0,0,6,3
22452,,,3,Environmental Studies,Social Science,Work We Do,Occupation,kglm4988,Different Occupations,KG24041,,,,,,0,0,0,0,9,1
22453,,,3,Environmental Studies,Social Science,Work We Do,Occupation,kglm4988,Family Members and Their Occupations,KG24042,,,,,,2,0,0,0,5,2
22454,,,3,Environmental Studies,Social Science,Work We Do,Occupation,kglm4988,Working and Leisure Time,KG24043,,,,,,1,0,3,1,8,2
22455,,,3,Environmental Studies,Social Science,Work We Do,Occupation,kglm4988,Work outside Home,KG24044,,,,,,1,1,4,1,10,1
22456,,,3,Environmental Studies,Social Science,Work We Do,Buildings in the Neighbourhood,kglm4990,People Working in the Neighbourhood,KG24045,,,,,,4,0,0,0,5,1
22457,,,3,Environmental Studies,Social Science,Work We Do,Buildings in the Neighbourhood,kglm4990,Buildings in the Neighbourhood,KG24046,,,,,,0,0,0,0,5,1
22458,,,3,Environmental Studies,Social Science,Work We Do,Buildings in the Neighbourhood,kglm4990,Hospital,KG24047,,,,,,2,0,0,0,7,1
22459,,,3,Environmental Studies,Social Science,Work We Do,Hospital,kglm4992,Need of Hospital,KG24048,,,,,,0,0,0,0,6,1
22460,,,3,Environmental Studies,Social Science,Work We Do,Buildings in the Neighbourhood,kglm4990,School,KG24049,,,,,,4,0,3,4,8,4
22461,,,3,Environmental Studies,Social Science,Work We Do,Household work,kglm4994,Household Work,KG24050,,,,,,1,3,2,3,7,4
22462,,,3,Environmental Studies,Social Science,Work We Do,Household work,kglm4994,Distribution of Household Work,KG24051,,,,,,3,2,3,4,4,4
22463,,,3,Environmental Studies,Social Science,Work We Do,Household work,kglm4994,Importance of Going to School,KG24052,,,,,,0,0,0,0,6,4
22464,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Post-office,KG24053,,,,,,3,3,4,4,5,2
22465,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Mechanic,KG24054,,,,,,0,0,0,0,5,2
22466,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Telephone Booth,KG24055,,,,,,1,0,3,1,5,2
22467,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Government Office,KG24056,,,,,,4,0,0,0,6,2
22468,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Cinema Hall,KG24057,,,,,,2,4,0,0,8,1
22469,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Petrol Pump,KG24058,,,,,,3,2,0,4,10,1
22470,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Dharamshala,KG24059,,,,,,4,0,0,0,9,3
22471,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Hotel,KG24060,,,,,,2,4,0,0,8,3
22472,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Teacher,KG24061,,,,,,2,3,0,0,4,2
22473,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Court,KG24062,,,,,,1,2,0,0,8,2
22474,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Railway Station,KG24063,,,,,,0,0,0,0,4,2
22475,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Facilities in Hospital,KG24064,,,,,,1,2,0,0,7,2
22476,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Work Done in Different Places,KG24065,,,,,,2,3,0,0,4,3
22477,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Shoemaker,KG24066,,,,,,4,1,3,0,8,3
22478,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Fruit Seller,KG24067,,,,,,0,0,0,0,4,3
22479,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Carpenter,KG24068,,,,,,4,3,0,0,8,3
22480,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Tea Stall,KG24069,,,,,,2,0,0,0,8,3
22481,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Newspaper Press,KG24070,,,,,,1,3,3,3,5,3
22482,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Doctor,KG24071,,,,,,1,4,0,1,7,3
22483,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Vegetable Seller,KG24072,,,,,,0,0,0,0,10,3
22484,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Construction Materials,KG24073,,,,,,0,0,0,0,7,2
22485,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Truck,KG24074,,,,,,3,2,0,0,4,2
22486,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Fruit-cart,KG24075,,,,,,1,1,0,0,6,2
22487,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Barber,KG24076,,,,,,1,2,4,1,9,2
22488,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Traffic Police,KG24077,,,,,,2,2,4,0,6,2
22489,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Mosque,KG24078,,,,,,4,3,4,3,8,4
22490,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Temple,KG24079,,,,,,2,1,0,0,10,4
22491,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Gurudwara,KG24080,,,,,,3,2,0,1,7,4
22492,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Church,KG24081,,,,,,4,0,2,2,4,4
22493,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Shop,KG24082,,,,,,4,2,2,1,6,4
22494,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,College,KG24083,,,,,,3,1,3,0,4,4
22495,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Multi-storeyed Building,KG24084,,,,,,3,3,0,0,10,4
22496,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Police Station,KG24085,,,,,,3,0,4,2,9,4
22497,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Bank,KG24086,,,,,,1,1,3,0,4,4
22498,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Face of the Clocks,KG24087,,,,,,0,0,0,0,9,4
22499,,,3,Environmental Studies,Social Science,Work We Do,Work Done in Different Places,kglm4996,Places of Worship,KG24088,,,,,,2,2,2,2,7,4
22500,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Cloth,kglm4999,Cloth,KG24089,Diversity in Clothing,,,,,2,0,3,4,4,4
22501,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Cloth,kglm4999,Types of Clothing,KG24090,,,,,,2,3,0,0,7,4
22502,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Cloth,kglm4999,Colours Used in Textiles,KG24091,,,,,,2,4,0,0,4,1
22503,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Cloth,kglm4999,Designs Used in Textiles,KG24092,,,,,,4,0,4,3,8,1
22504,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Cloth,kglm4999,Printing on Cloth,KG24093,,,,,,2,2,3,1,7,1
22505,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Cloth,kglm4999,Traditional Art of Painting,KG24094,,,,,,3,2,0,4,9,1
22506,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Cloth,kglm4999,Texture of Cloth,KG24095,,,,,,0,0,0,0,7,1
22507,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Cloth,kglm4999,Weaving Paper,KG24096,,,,,,4,0,2,2,9,1
22508,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Design on Cloth,kglm5001,Cauliflower Design,KG24097,,,,,,3,3,0,1,9,1
22509,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Design on Cloth,kglm5001,Ladyfinger Design,KG24098,,,,,,0,0,0,0,5,4
22510,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Design on Cloth,kglm5001,Embroidery Design,KG24099,,,,,,0,0,0,0,7,4
22511,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Design on Cloth,kglm5001,Mirror Design,KG24100,,,,,,2,1,2,2,7,4
22512,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Design on Cloth,kglm5001,Creativity in Design,KG24101,,,,,,4,1,2,0,7,4
22513,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Cloth,kglm4999,Turban as a Cloth,KG24102,,,,,,2,0,0,0,4,4
22514,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Cloth,kglm4999,Different Ways of Wearing Clothes,KG24103,,,,,,3,0,4,3,5,4
22515,,,3,Environmental Studies,Social Science,A Beautiful Cloth,Cloth,kglm4999,Different Pattern Made on Cloth,KG24104,,,,,,0,0,0,0,10,1
22516,,,3,Environmental Studies,Social Science,A House Like This,Houses,kglm5004,Houses,KG24105,House,,,,,0,0,0,0,8,1
22517,,,3,Environmental Studies,Social Science,A House Like This,Houses,kglm5004,Types of Houses,KG24106,,,,,,1,4,0,0,9,1
22518,,,3,Environmental Studies,Social Science,A House Like This,Houses,kglm5004,Tents,KG24107,Unusual Houses,,,,,2,3,4,2,9,1
